field_number,collector,species,locality,altitude,date,notes,source,geocode_query,geocode_type,lat,lon
MZ 352,Milan Zachar,Astrophytum myriostigma,"Lazaro Cardenas, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"Lazaro Cardenas, San Luis Potosi, Mexico",direct,21.3980992,-98.6873504
MZ 451,Milan Zachar,Astrophytum myriostigma,"Doctor Arroyo, Nuevo Leon, Mexicó",NA,NA,NA,clcactus,"Doctor Arroyo, Nuevo Leon, Mexico",direct,23.8042046,-100.2256635
MZ 460,Milan Zachar,Astrophytum myriostigma,"Charco Blanco, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"Charco Blanco, San Luis Potosi, Mexico",direct,22.6295776,-100.5198234
MZ 464,Milan Zachar,Astrophytum myriostigma,Mexicó : San Luis Potosi (Las Tablas),NA,NA,NA,clcactus,"Las Tablas, San Luis Potosi, Mexico",direct,22.2571034,-99.8613755
MZ 468,Milan Zachar,Astrophytum myriostigma,Mexicó : San Luis Potosi (Las Tablas),NA,NA,NA,clcactus,"Las Tablas, San Luis Potosi, Mexico",direct,22.2571034,-99.8613755
MZ 469,Milan Zachar,Astrophytum myriostigma,Mexicó : San Luis Potosi (Las Tablas),NA,NA,NA,clcactus,"Las Tablas, San Luis Potosi, Mexico",direct,22.2571034,-99.8613755
MZ 473,Milan Zachar,Astrophytum myriostigma,"La Paloma, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"La Paloma, San Luis Potosi, Mexico",direct,21.6704219,-99.1411068
MZ 581,Milan Zachar,Astrophytum myriostigma,Mexicó : San Luis Potosi (Las Tablas),NA,NA,NA,clcactus,"Las Tablas, San Luis Potosi, Mexico",direct,22.2571034,-99.8613755
MZ 589,Milan Zachar,Astrophytum myriostigma,"Villa Juarez, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"Villa Juarez, San Luis Potosi, Mexico",direct,22.2920741,-100.2195026
MZ 617,Milan Zachar,Astrophytum myriostigma,"Noria de las Flores I, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"Noria de las Flores, San Luis Potosi, Mexico",direct,22.789464,-100.5555395
MZ 631,Milan Zachar,Astrophytum myriostigma,"Presa de Guadalupe, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"Presa de Guadalupe, San Luis Potosi, Mexico",direct,22.859444,-100.1508953
MZ 650,Milan Zachar,Astrophytum myriostigma  v. strongylogonum,"Nunez, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"Nunez, San Luis Potosi, Mexico",direct,22.6885734,-100.505316
MZ 1103,Milan Zachar,Astrophytum myriostigma  v. strongylogonum f. nudum,"Nunez, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"Nunez, San Luis Potosi, Mexico",direct,22.6885734,-100.505316
MZ 1112,Milan Zachar,Astrophytum myriostigma,"Presa de Guadalupe, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"Presa de Guadalupe, San Luis Potosi, Mexico",direct,22.859444,-100.1508953
MZ 1190,Milan Zachar,Astrophytum myriostigma,"San Antonio, Tamaulipas, Mexicó",NA,NA,NA,clcactus,"San Antonio, Tamaulipas, Mexico",direct,23.5842448,-99.3438476
MK 15.3,Miloš Kaplan,Astrophytum myriostigma  v. strongylogonum,"North of Charco Blanco, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"Charco Blanco, San Luis Potosi, Mexico",direction_only,22.6295776,-100.5198234
MK 53.169,Miloš Kaplan,Astrophytum myriostigma,"East of Eltronque Huizache, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"Entronque Huizache, San Luis Potosi, Mexico",direction_only,22.149808894447,-100.90310915881
MK 76.234,Miloš Kaplan,Astrophytum myriostigma,"South of Jaumave, Tamaulipas, Mexicó",NA,NA,NA,clcactus,"Jaumave, Tamaulipas, Mexico",direction_only,23.4719813,-99.4263583
MK 83.251,Miloš Kaplan,Astrophytum myriostigma,"North of Las Tablas, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"Las Tablas, San Luis Potosi, Mexico",direction_only,22.2571034,-99.8613755
MK 95.349,Miloš Kaplan,Astrophytum myriostigma,Mexicó : San Luis Potosi (Las Tablas),NA,NA,NA,clcactus,"Las Tablas, San Luis Potosi, Mexico",direct,22.2571034,-99.8613755
MK 114.373,Miloš Kaplan,Astrophytum myriostigma,"North of Las Tablas, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"Las Tablas, San Luis Potosi, Mexico",direction_only,22.2571034,-99.8613755
MH 71,Miroslav Halfar,Astrophytum myriostigma  v. jaumavense,Mexicó : Tamaulipas (San Antonio),NA,NA,NA,clcactus,"San Antonio, Tamaulipas, Mexico",direct,23.5842448,-99.3438476
PH 34.03,Paul Hoxey,Astrophytum myriostigma,"Presa de Guadalupe, San Luis Potosi, Mexicó",NA,04/11/96,NA,clcactus,"Presa de Guadalupe, San Luis Potosi, Mexico",direct,22.859444,-100.1508953
PH 41.02,Paul Hoxey,Astrophytum myriostigma,"San Antonio, Jaumave Valley, Tamaulipas, Mexicó",NA,05/11/96,NA,clcactus,"San Antonio, Jaumave Valley, Tamaulipas, Mexico",direct,23.583768333,-99.345805
PH 42.05,Paul Hoxey,Astrophytum myriostigma,"Los Ebanos, KM103 / 104 on highway MX101, Tamaulipas, Mexicó 1000m",NA,05/11/96,NA,clcactus,"Los Ebanos, Highway 101, Tamaulipas, Mexico",direct,24.039501667,-98.390582222
PH 50.01,Paul Hoxey,Astrophytum myriostigma,"Turning for Las Tablas on highway MX80, San Luis Potosi, Mexicó",NA,07/11/96,NA,clcactus,"Highway 80, Las Tablas turnoff, San Luis Potosi, Mexico",direct,22.128305436172,-101.039918666258
PH 100A.05,Paul Hoxey,Astrophytum myriostigma,"Los Ebanos, KM103 / 4 on highway MX101, Tamaulipas, Mexicó 1000m",NA,21/03/98,Same locality as PH42,clcactus,"Los Ebanos, Highway 101, Tamaulipas, Mexico",direct,24.039501667,-98.390582222
PH 104.02,Paul Hoxey,Astrophytum myriostigma,"Between Jaumave and Ciudad Victoria, Tamaulipas, Mexicó 750m",NA,22/03/98,NA,clcactus,"Jaumave to Ciudad Victoria, Tamaulipas, Mexico",direct,23.7382376,-99.1161608
PH 107.05,Paul Hoxey,Astrophytum myriostigma,"Entronque El Huizache, San Luis Potosi, Mexicó 1450m",NA,23/03/98,NA,clcactus,"Entronque El Huizache, San Luis Potosi, Mexico",direct,22.210494137622,-101.004229363816
PH 536.09,Paul Hoxey,Astrophytum myriostigma,"La Presa del Pinto, North of Santa Rita, San Luis Potosi, Mexicó 1550m",NA,03/11/04,NA,clcactus,"La Presa del Pinto, San Luis Potosi, Mexico",direct,23.13962,-100.2671
PH 537.02,Paul Hoxey,Astrophytum myriostigma,"Towards San Ignacio, San Luis Potosi, Mexicó 1350m",NA,03/11/04,NA,clcactus,"San Ignacio, San Luis Potosi, Mexico",direct,23.1891569,-100.1782162
PH 570.01,Paul Hoxey,Astrophytum myriostigma,"North of Nuñez, San Luis Potosi, Mexicó 1470-1600m",NA,16/11/04,NA,clcactus,"Nunez, San Luis Potosi, Mexico",direct,22.6885734,-100.505316
PHA   332,Pavel Heřtus,Astrophytum myriostigma,Mexicó : Tamaulipas (San Antonio),NA,NA,NA,clcactus,"San Antonio, Tamaulipas, Mexico",direct,23.5842448,-99.3438476
PP 434,Pavel Pavlíček,Astrophytum myriostigma,Mexicó : San Luis Potosi (Las Tablas),NA,NA,NA,clcactus,"Las Tablas, San Luis Potosi, Mexico",direct,22.2571034,-99.8613755
PP 455,Pavel Pavlíček,Astrophytum myriostigma  tulense,Mexicó : Tamaulipas (jižně od Tula),NA,NA,NA,clcactus,"Tula, Tamaulipas, Mexico",direction_only,22.9478816,-99.8055882
PP 465,Pavel Pavlíček,Astrophytum myriostigma,Mexicó : San Luis Potosi (Palomas),NA,NA,NA,clcactus,"Palomas, San Luis Potosi, Mexico",direct,22.4837267,-99.8499889
PP 466,Pavel Pavlíček,Astrophytum myriostigma,Mexicó : Tamaulipas (San Antonio),NA,NA,NA,clcactus,"San Antonio, Tamaulipas, Mexico",direct,23.5842448,-99.3438476
PP 467,Pavel Pavlíček,Astrophytum myriostigma  quadricostatum,Mexicó : Tamaulipas (Los Ebanos),NA,NA,NA,clcactus,"Los Ebanos, Tamaulipas, Mexico",direct,25.7479317,-97.985301
PP 469,Pavel Pavlíček,Astrophytum myriostigma  potosinum,Mexicó : San Luis Potosi (Villar),NA,NA,NA,clcactus,"Villar, San Luis Potosi, Mexico",direct,22.5447768,-100.4666913
PP 470,Pavel Pavlíček,Astrophytum myriostigma  potosinum,Mexicó : San Luis Potosi (Guadalcazar),NA,NA,NA,clcactus,"Guadalcazar, San Luis Potosi, Mexico",direct,22.9009999,-100.2957141
PP 480,Pavel Pavlíček,Astrophytum myriostigma,"Mexicó : San Luis Potosi (MEX 80,  odb. k Palomas,)",NA,NA,NA,clcactus,"MEX 80, Palomas, San Luis Potosi, Mexico",direct,21.897768565235,-101.283416063123
PP 621,Pavel Pavlíček,Astrophytum myriostigma,Mexicó :,NA,NA,NA,clcactus,Mexico,direct,23.6585116,-102.0077097
PP 874,Pavel Pavlíček,Astrophytum myriostigma,Mexicó : Coahuila (Tanque de la Kon.),NA,NA,NA,clcactus,"Tanque de la Kon, Coahuila, Mexico",direct,27.53333,-103.01667
PP 883,Pavel Pavlíček,Astrophytum myriostigma  quadricostatum,Mexicó : Tamaulipas (San Vincente),NA,NA,NA,clcactus,"San Vicente, Tamaulipas, Mexico",direct,23.4238467,-99.3155213
PP 1049,Pavel Pavlíček,Astrophytum myriostigma,Mexicó : San Luis Potosi (Villa Juarez),NA,NA,NA,clcactus,"Villa Juarez, San Luis Potosi, Mexico",direct,22.2920741,-100.2195026
PP 1382,Pavel Pavlíček,Astrophytum myriostigma,Mexicó : Tamaulipas (Los Ebanos),NA,NA,NA,clcactus,"Los Ebanos, Tamaulipas, Mexico",direct,25.7479317,-97.985301
PAR 123,Pavlosek Rostislav,Astrophytum myriostigma,"Mexicó : San Luis Potosi (Las Tablas, San Bartolo)",NA,NA,NA,clcactus,"Las Tablas, San Bartolo, San Luis Potosi, Mexico",direct,22.303471944000002,-100.043368333
PAR 125,Pavlosek Rostislav,Astrophytum myriostigma  f.,Mexicó : San Luis Potosi (La Morita),NA,many ribs,many ribs,clcactus,"La Morita, San Luis Potosi, Mexico",direct,22.3589958,-99.8574615
PA 0292,Petr Antálek,Astrophytum myriostigma,"Mexicó : San Luis Potosí (El Huizache, 1407 m)",NA,2011,NA,clcactus,"El Huizache, San Luis Potosi, Mexico",direct,22.9162024,-100.3957347
PA 0403,Petr Antálek,Astrophytum myriostigma  v. strongylogonum,"Mexicó : San Luis Potosí (Charco Blanco, 619 m)",NA,2011,NA,clcactus,"Charco Blanco, San Luis Potosi, Mexico",direct,22.6295776,-100.5198234
PA 0411,Petr Antálek,Astrophytum myriostigma  v. strongylogonum,"Mexicó : San Luis Potosí (El Nunez, 1467 m)",NA,2012,NA,clcactus,"El Nunez, San Luis Potosi, Mexico",direct,22.596665,-100.5808566
PA 0848,Petr Antálek,Astrophytum myriostigma,"Mexicó : Tamaulipas (Dr/ Arroyo - La Perdida, 1479 m)",NA,2012,NA,clcactus,"La Perdida, Dr. Arroyo, Tamaulipas, Mexico",direct,23.545962778,-99.858277222
PA 0878,Petr Antálek,Astrophytum myriostigma,"Mexicó : Tamaulipas (8 km jihozápadne od Jaumave, 1190 m)",NA,2012,NA,clcactus,"Jaumave, Tamaulipas, Mexico",offset_adjusted,23.42109819070643,-99.48179950068608
PA 0962,Petr Antálek,Astrophytum myriostigma,"Mexicó : San Luis Potosí (Mex 80, križovatka na Las Tablas, 1045 m)",NA,2012,NA,clcactus,"MEX 80, Las Tablas, San Luis Potosi, Mexico",direct,21.9334008,-98.9735703
PA 0979,Petr Antálek,Astrophytum myriostigma,"Mexicó : San Luis Potosí (3,5 km severozápadne od Las Tablas, 1028 m)",NA,2012,NA,clcactus,"Las Tablas, San Luis Potosi, Mexico",offset_adjusted,22.27935870416452,-99.88542819495882
PA 0991,Petr Antálek,Astrophytum myriostigma,"Mexicó : San Luis Potosí (5 km severne od El Sabinito, 1046 m)",NA,2012,NA,clcactus,"El Sabinito, San Luis Potosi, Mexico",offset_adjusted,22.56349698029593,-99.37278899999998
PA 1129,Petr Antálek,Astrophytum myriostigma  v. nudum,"Mexicó : San Luis Potosí (Odbocka na La Polvora II, 1348 m)",NA,18/10/2014,NA,clcactus,"La Polvora, San Luis Potosi, Mexico",direct,22.9280592,-100.3388732
PA 1152,Petr Antálek,Astrophytum myriostigma,"Mexicó : San Luis Potosí (Pressa de Guadalupe, 1129 m)",NA,19/10/2014,NA,clcactus,"Presa de Guadalupe, San Luis Potosi, Mexico",direct,22.859444,-100.1508953
PA 1630,Petr Antálek,Astrophytum myriostigma  v. strongylogonum,"Mexicó : San Luis Potosí (El Tepozan, 1224 m)",NA,27/10/2015,NA,clcactus,"El Tepozan, San Luis Potosi, Mexico",direct,21.8108539,-100.7995235
PA 1646,Petr Antálek,Astrophytum myriostigma,"Mexicó : San Luis Potosí (1 km jižne od Las Tablas, 1045 m)",NA,28/10/2015,NA,clcactus,"Las Tablas, San Luis Potosi, Mexico",offset_adjusted,22.24811018394081,-99.86137549999998
PA 1662,Petr Antálek,Astrophytum myriostigma,"Mexicó : San Luis Potosí (3 km severne od Morita, 1100 m)",NA,28/10/2015,NA,clcactus,"La Morita, San Luis Potosi, Mexico",offset_adjusted,22.385975448177557,-99.8574615
PA 1691,Petr Antálek,Astrophytum myriostigma  v. columnare,"Mexicó : San Luis Potosí (Entronque Huizache III, 1409 m)",NA,30/10/2015,NA,clcactus,"Entronque Huizache, San Luis Potosi, Mexico",direct,22.149808894447,-100.90310915881
PS 014,Potemkin Sergey,Astrophytum myriostigma,Mexicó : Tamaulipas (Mama Leόn),NA,NA,NA,clcactus,"Mama Leon, Tamaulipas, Mexico",direct,23.1025647,-99.7623802
PS 015,Potemkin Sergey,Astrophytum myriostigma ssp. columnare,Mexicó : Tamaulipas (Gazmonez – Lazaro Cardenas),NA,NA,NA,clcactus,"Gazmonez, Lazaro Cardenas, Tamaulipas, Mexico",direct,22.420205555,-98.017869445
PS 017,Potemkin Sergey,Astrophytum myriostigma,Mexicó : San Luis Potosí (La Naranjita),NA,NA,NA,clcactus,"La Naranjita, San Luis Potosi, Mexico",direct,23.2034315,-100.2154238
PS 150,Potemkin Sergey,Astrophytum myriostigma,"Mexicó : Tamaulipas (Los Ébanos, 8 km s-w from Jaumave)",NA,NA,NA,clcactus,"Jaumave, Tamaulipas, Mexico",offset_adjusted,23.42109819070643,-99.48179950068608
RS 144,Roman Staník,Astrophytum myriostigma  v. tulense,"Mexicó : Tamaulipas (Mama León , near Tula)",NA,NA,NA,clcactus,"Mama Leon, Tula, Tamaulipas, Mexico",direct,23.1025647,-99.7623802
RS 148,Roman Staník,Astrophytum myriostigma  v. potosinum,Mexicó : San Luis Potosi (Pressa de Guadalupe),NA,NA,NA,clcactus,"Presa de Guadalupe, San Luis Potosi, Mexico",direct,22.859444,-100.1508953
RS 225,Roman Staník,Astrophytum myriostigma,Mexicó : Tamaulipas (junction to Matias Garcia behind Jaumave),NA,"plants with 6 ribs, = CSD49","plants with 6 ribs, = CSD49",clcactus,"Matias Garcia, Jaumave, Tamaulipas, Mexico",direct,23.4035607,-99.4345938
RS 247,Roman Staník,Astrophytum myriostigma,Mexicó : San Luis Potosi (road to Buenavista Ranch),NA,NA,NA,clcactus,"Buenavista Ranch, San Luis Potosi, Mexico",direct,22.233802222,-98.466286945
RS 257,Roman Staník,Astrophytum myriostigma  v. strongylogonum,Mexicó : San Luis Potosi (Charco Blanco),NA,"some plants as flat as asterias, = CSD85","some plants as flat as asterias, = CSD85",clcactus,"Charco Blanco, San Luis Potosi, Mexico",direct,22.6295776,-100.5198234
RS 526,Roman Staník,Astrophytum myriostigma  v. tulense,"Mexicó : San Luis Potosi (km17, Route 101, South of Tula, Tamaulipas)",NA,29/10/1995,NA,clcactus,"Route 101, Tula, Tamaulipas, Mexico",direct,22.939893555,-99.776262227
RS 531,Roman Staník,Astrophytum myriostigma  v. tulense,"Mexicó : San Luis Potosi (km68, Route 80, direction to Ciudad Maiz)",NA,NA,NA,clcactus,"Route 80, Ciudad Maiz, San Luis Potosi, Mexico",direct,22.402994753,-99.601913581
RS 533,Roman Staník,Astrophytum myriostigma  v. tulense,"Mexicó : San Luis Potosi (km96 , Route 80)",NA,NA,NA,clcactus,"Route 80, San Luis Potosi, Mexico",direct,21.9668978,-99.1896105
RS 872,Roman Staník,Astrophytum myriostigma  v. columnare,Mexicó : San Luis Potosi (Huizache),NA,"forgotten no. from earlier years, assigned now","forgotten no. from earlier years, assigned now",clcactus,"El Huizache, San Luis Potosi, Mexico",direct,22.9162024,-100.3957347
RS 1174,Roman Staník,Astrophytum myriostigma,Mexicó : San Luis Potosi (La Libertad to La Morita),NA,NA,NA,clcactus,"La Libertad, La Morita, San Luis Potosi, Mexico",direct,22.378742940354,-99.8415868242
RS 1177,Roman Staník,Astrophytum myriostigma,Mexicó : San Luis Potosi (9.8km from La Morita to Los Angeles?),NA,NA,NA,clcactus,"La Morita, Los Angeles, San Luis Potosi, Mexico",direct,21.644923559468,-99.824159207761
RS 1180,Roman Staník,Astrophytum myriostigma,"Mexicó : San Luis Potosi (camping next to Las Tablas, direction to El Sabino)",NA,NA,NA,clcactus,"Las Tablas, El Sabino, San Luis Potosi, Mexico",direct,22.25721,-99.86077
RS 1211,Roman Staník,Astrophytum myriostigma  v. strongylogonum,Mexicó : San Luis Potosi (13km from Guadalcazar direction to 57),NA,22/06/2004,NA,clcactus,"Guadalcazar, San Luis Potosi, Mexico",direct,22.9009999,-100.2957141
RS 1221,Roman Staník,Astrophytum myriostigma  f. seminudum,Mexicó : San Luis Potosi (Nuñ ez),NA,NA,NA,clcactus,"Nunez, San Luis Potosi, Mexico",direct,22.6885734,-100.505316
RS 1224,Roman Staník,Astrophytum myriostigma  v. nudum,Mexicó : San Luis Potosi (6.7km from junction to Santa Rita),NA,NA,NA,clcactus,"Santa Rita, San Luis Potosi, Mexico",direct,21.9801276,-99.8456953
RS 1304,Roman Staník,Astrophytum myriostigma  f. quadricostatum,Mexicó : Tamaulipas (San Antonio-Puente Chihuae),NA,NA,NA,clcactus,"San Antonio, Puente Chihuae, Tamaulipas, Mexico",direct,24.033128889,-98.446851944
RS 1310,Roman Staník,Astrophytum myriostigma,Mexicó : San Luis Potosi (hill before Las Tablas),NA,NA,NA,clcactus,"Las Tablas, San Luis Potosi, Mexico",direct,22.2571034,-99.8613755
RS 1314,Roman Staník,Astrophytum myriostigma,Mexicó : San Luis Potosi (behind Las Tablas direction to Cardenas),NA,NA,NA,clcactus,"Las Tablas, Cardenas, San Luis Potosi, Mexico",direct,22.25721,-99.86077
RS 1317,Roman Staník,Astrophytum myriostigma,Mexicó : San Luis Potosi (before El Sabino),NA,NA,NA,clcactus,"El Sabino, San Luis Potosi, Mexico",direct,23.3974043,-101.7137763
RUS 412,Safronov Evgeny,Astrophytum myriostigma,"Mexicó : San Luis Potosi (Nuñez, Guadalcazar)",NA,10/2013,NA,clcactus,"Nunez, Guadalcazar, San Luis Potosi, Mexico",direct,22.6885734,-100.505316
RUS 428,Safronov Evgeny,Astrophytum myriostigma  f. columnare,Mexicó : San Luis Potosi (Entronque El Huizache (micronda)),NA,17/10/2014,NA,clcactus,"Entronque El Huizache, San Luis Potosi, Mexico",direct,22.210494137622,-101.004229363816
RUS 429,Safronov Evgeny,Astrophytum myriostigma  f. nudum,Mexicó : San Luis Potosi (La Polvora),NA,18/10/2014,NA,clcactus,"La Polvora, San Luis Potosi, Mexico",direct,22.9280592,-100.3388732
RUS 429,Safronov Evgeny,Astrophytum myriostigma,Mexicó : San Luis Potosi (La Polvora),NA,18/10/2014,NA,clcactus,"La Polvora, San Luis Potosi, Mexico",direct,22.9280592,-100.3388732
RUS 436,Safronov Evgeny,Astrophytum myriostigma  v. juamalense,Mexicó : Tamaulipas (La Florida),NA,21/10/2014,NA,clcactus,"La Florida, Tamaulipas, Mexico",direct,23.3202573,-98.1147122
RUS 493,Safronov Evgeny,Astrophytum myriostigma  v. strongilagonum,Mexicó : San Luis Potosi (El Tepozan),NA,27/10/2015,NA,clcactus,"El Tepozan, San Luis Potosi, Mexico",direct,21.8108539,-100.7995235
RUS 496,Safronov Evgeny,Astrophytum myriostigma,Mexicó : San Luis Potosi (El Sabinito-Las Tablas),NA,28/10/2015,NA,clcactus,"El Sabinito, Las Tablas, San Luis Potosi, Mexico",direct,22.25721,-99.86077
RUS 498,Safronov Evgeny,Astrophytum myriostigma,Mexicó : San Luis Potosi (Las Tablas),NA,28/10/2015,NA,clcactus,"Las Tablas, San Luis Potosi, Mexico",direct,22.2571034,-99.8613755
RUS 501,Safronov Evgeny,Astrophytum myriostigma,Mexicó : San Luis Potosi (Presa de Guadelupe),NA,29/10/2015,NA,clcactus,"Presa de Guadalupe, San Luis Potosi, Mexico",direct,22.859444,-100.1508953
RUS 587,Safronov Evgeny,Astrophytum myriostigma  v. tulensis,Mexicó : Tamaulipas (Mamaleon),NA,NA,NA,clcactus,"Mamaleon, Tamaulipas, Mexico",direct,23.1025647,-99.7623802
SB 126,Steven (Steve) Brack,Astrophytum myriostigma  v. strongylogonum,Mexicó : San Luis Potosi (San Luis Potosi),NA,NA,NA,clcactus,"San Luis Potosi, San Luis Potosi, Mexico",direct,22.1516472,-100.9763993
SB 262,Steven (Steve) Brack,Astrophytum myriostigma,Mexicó : San Luis Potosi (Coronel),NA,NA,NA,clcactus,"Coronel, San Luis Potosi, Mexico",direct,22.1652012,-100.9833004
SB 264,Steven (Steve) Brack,Astrophytum myriostigma,Mexicó : Tamaulipas (Jaumave),NA,NA,NA,clcactus,"Jaumave, Tamaulipas, Mexico",direct,23.4719813,-99.4263583
SB 340,Steven (Steve) Brack,Astrophytum myriostigma  v. columnare,Mexicó : San Luis Potosi (Huizache),NA,NA,NA,clcactus,"El Huizache, San Luis Potosi, Mexico",direct,22.9162024,-100.3957347
SB 1167,Steven (Steve) Brack,Astrophytum myriostigma  v. strongylogonum,Mexicó : San Luis Potosi (Villar),NA,NA,NA,clcactus,"Villar, San Luis Potosi, Mexico",direct,22.5447768,-100.4666913
DU 7a,Ulrich Dosedal,Astrophytum myriostigma,"South of Las Tablas on the hills East of the road, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"Las Tablas, San Luis Potosi, Mexico",direction_only,22.2571034,-99.8613755
DU 13,Ulrich Dosedal,Astrophytum myriostigma,"Nunez, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"Nunez, San Luis Potosi, Mexico",direct,22.6885734,-100.505316
DU 14,Ulrich Dosedal,Astrophytum myriostigma,Mexicó : Tamaulipas (Jaumave),NA,NA,NA,clcactus,"Jaumave, Tamaulipas, Mexico",direct,23.4719813,-99.4263583
VM 369,Vojtech Myšák,Astrophytum myriostigma ssp. columnare,"Mexicó :  (El Naranjito, N of Santa Rita del Rucio, SLP/NL)",NA,NA,NA,clcactus,"El Naranjito, San Luis Potosi, Mexico",direct,21.8502742,-99.1768347
VM 503,Vojtech Myšák,Astrophytum myriostigma,Mexicó : San Luis Potosí (Villar),NA,NA,NA,clcactus,"Villar, San Luis Potosi, Mexico",direct,22.5447768,-100.4666913
REPP 683,Werner Reppenhagen,Astrophytum myriostigma,"Mexicó : Durango (Lerdo, 1900m)",NA,04/10/1972,NA,clcactus,"Lerdo, Durango, Mexico",direct,25.470965,-103.6638822
REP 683,Werner Reppenhagen,Astrophytum myriostigma,"Mexicó : Durango (Lerdo, 1900m)",NA,04/10/1972,NA,clcactus,"Lerdo, Durango, Mexico",direct,25.470965,-103.6638822
REP 700,Werner Reppenhagen,Astrophytum myriostigma,"Mexicó : Coahuila (Pinaje de Leone, South-East of Viesca, 1400m)",NA,12/10/1972,NA,clcactus,"Viesca, Coahuila, Mexico",direction_only,25.1900179,-102.8608673
REPP 700,Werner Reppenhagen,Astrophytum myriostigma,"Mexicó : Coahuila (Pinaje de Leone, South-East of Viesca, 1400m)",NA,12/10/1972,NA,clcactus,"Viesca, Coahuila, Mexico",direction_only,25.1900179,-102.8608673
REPP 710,Werner Reppenhagen,Astrophytum myriostigma,"Mexicó : Tamaulipas (Jaumave, 1200m)",NA,16-17/10/1972,NA,clcactus,"Jaumave, Tamaulipas, Mexico",direct,23.4719813,-99.4263583
REP 710,Werner Reppenhagen,Astrophytum myriostigma,"Mexicó : Tamaulipas (Jaumave, 1200m)",NA,16-17/10/1972,NA,clcactus,"Jaumave, Tamaulipas, Mexico",direct,23.4719813,-99.4263583
REPP 1005,Werner Reppenhagen,Astrophytum myriostigma  v. strongylogonum,"Mexicó : San Luis Potosí (Cerritos, km 14, 1550m)",NA,16/10/1975,NA,clcactus,"Cerritos, San Luis Potosi, Mexico",direct,22.419062,-100.2980541
REP 1005,Werner Reppenhagen,Astrophytum myriostigma  v. strongylogonum,"Mexicó : San Luis Potosí (Cerritos, km 14, 1550m)",NA,16/10/1975,NA,clcactus,"Cerritos, San Luis Potosi, Mexico",direct,22.419062,-100.2980541
REPP 1094A,Werner Reppenhagen,Astrophytum myriostigma,"Mexicó : Coahuila (Viesca, 1250m)",NA,21/11/1975,NA,clcactus,"Viesca, Coahuila, Mexico",direct,25.1900179,-102.8608673
REP 1094A,Werner Reppenhagen,Astrophytum myriostigma,"Mexicó : Coahuila (Viesca, 1250m)",NA,21/11/1975,NA,clcactus,"Viesca, Coahuila, Mexico",direct,25.1900179,-102.8608673
REP 1197l,Werner Reppenhagen,Astrophytum myriostigma,"Lerdo, Durango, Mexicó 1200m",NA,26/11/1972,together with REP1197c-1197s and Agave lechuguilla,clcactus,"Lerdo, Durango, Mexico",direct,25.470965,-103.6638822
REP 1197l,Werner Reppenhagen,Astrophytum myriostigma,"Lerdo, Durango, Mexicó 1200m",NA,26/11/1972,together with REP1197c-1197s and Agave lechuguilla,clcactus,"Lerdo, Durango, Mexico",direct,25.470965,-103.6638822
REPP 1202A,Werner Reppenhagen,Astrophytum myriostigma,"Mexicó : Coahuila (Viesca, 1250m)",NA,30/11/1976,NA,clcactus,"Viesca, Coahuila, Mexico",direct,25.1900179,-102.8608673
REP 1202A,Werner Reppenhagen,Astrophytum myriostigma,"Mexicó : Coahuila (Viesca, 1250m)",NA,30/11/1976,NA,clcactus,"Viesca, Coahuila, Mexico",direct,25.1900179,-102.8608673
REPP 1270,Werner Reppenhagen,Astrophytum myriostigma,"Mexicó : San Luis Potosí (Ciudad Mais, 1200m)",NA,09/01/1977,NA,clcactus,"Ciudad del Maiz, San Luis Potosi, Mexico",direct,22.4309305,-99.7047331
REP 1270,Werner Reppenhagen,Astrophytum myriostigma,"Mexicó : San Luis Potosí (Ciudad Mais, 1200m)",NA,09/01/1977,NA,clcactus,"Ciudad del Maiz, San Luis Potosi, Mexico",direct,22.4309305,-99.7047331
REPP 1433,Werner Reppenhagen,Astrophytum myriostigma  v. strongylogonum,"Mexicó : Tamaulipas (La Inconada, 1000m)",NA,15/09/1978,NA,clcactus,"La Inconada, Tamaulipas, Mexico",direct,26.2618,-98.850122223
REP 1433,Werner Reppenhagen,Astrophytum myriostigma  v. strongylogonum,"Mexicó : Tamaulipas (La Inconada, 1000m)",NA,15/09/1978,NA,clcactus,"La Inconada, Tamaulipas, Mexico",direct,26.2618,-98.850122223
REP 1472,Werner Reppenhagen,Astrophytum myriostigma,"Mexicó : San Luis Potosí (Huizache, 1700m)",NA,17/02/1979,NA,clcactus,"Huizache, San Luis Potosi, Mexico",direct,22.9103315,-100.5110812
